"","glucose","glycerol","Na_50_stress","stationary","late_stationary"
"YP_003046585.1",8.00830719639178,7.3968761340688,8.09346497519751,8.81909573222731,8.70294102658629
"YP_003046586.1",2.61509624157642,3.14401304226087,2.35782870369234,4.63804277095694,2.99711262522607
"YP_003046587.1",10.0006584651554,8.64625821892504,10.6005689425307,9.71418040368739,9.71044203393997
"YP_003046591.1",9.94417820938516,9.92468649348453,10.0618973861883,8.53598328576592,8.4715286327802
"YP_003046592.1",8.24408790611583,8.72030759798784,8.3020077146176,8.09060619850736,7.35810740550645
"YP_003046597.1",5.59956519121787,4.89194859517448,4.2197085298013,5.83878835016918,6.17626048757942
"YP_003046598.1",3.82319208395717,3.76690019640705,2.75508765803742,3.38751980128546,3.32430054223362
"YP_003046599.1",6.33918958711044,7.51454288248555,6.41387601208435,8.00279645242911,6.94110634150186
"YP_003046601.1",2.61509624157642,2.65259690623045,1.33202218170074,1.33202218170074,1.33202218170074
"YP_003046603.1",4.07762636155698,2.84096057267742,2.57610060484729,5.13062380984326,4.2989586727291
"YP_003046604.1",4.21039059678173,3.76690019640705,4.62576370586734,7.33916783151231,8.0505669781145
"YP_003046606.1",6.86540056586019,6.13974816498211,6.56320892263059,4.63804277095694,5.93245113032323
"YP_003046611.1",3.27747574130422,3.14401304226087,2.0648497266314,3.65292219536104,5.40302115202414
"YP_003046613.1",4.87125573754178,4.41395208378039,6.68925200518145,7.33916783151231,4.15203788520212
"YP_003046623.1",5.58361987669527,6.36773062136001,5.14505534593744,5.98367242842911,6.47858035892989
"YP_003046625.1",7.0329259085432,6.6857065899424,7.07042482376842,6.02889509948306,5.12080449758529
